Nº Protocolo;Código DRE;DRE;Processo ;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Valor Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Solicitação Parceria;Data Lavratura do Termo;Data do Encerramento
39;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.907-5;300255;CASA DA PEQUENA IVETE ASSOCIACAO ASSISTENCIAL;60.597.044/0001-72;306191;CR.P.CONV - CASA DA PEQUENA IVETE;66;18;44957,76;0;0;01/07/2015;31/12/2017;Encerrado;20/03/2014;28/12/2012;31/12/2017
132022;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2022/0050082-4;800396;ASSOCIAÇÃO BENEFICENTE DIVINA GRAÇA;44.694.297/0001-08;309318;CR.P.CONV - CASINHA DA TIA LORE;175;64;224105,28;16164,56;799,82;06/07/2022;05/07/2027;Aprovado;04/07/2022;06/07/2022;
8152018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0078372-1;300595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;44.694.297/0001-08;309320;CR.P.CONV - CLARA PUGLIESE RODRIGUES;107;46;164999,14;20809,41;2752,87;26/12/2023;25/12/2028;Aprovado;18/12/2018;26/12/2018;
1570;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.125.936-0;300329;NUCLEO ASSISTENCIAL IRMAO ALFREDO;17.265.972/0001-00;306727;CR.P.CONV - COEPE I;129;34;77660,74;0;0;02/12/2014;01/06/2017;Encerrado;20/01/2015;01/06/2012;19/10/2015
702020;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2020/0027392-1;300252;CARITAS CAMPO LIMPO CCL;50.105.899/0001-85;308978;CR.P.CONV - CORUJINHA DO SABER;117;49;168228,74;14321,31;2102,42;01/04/2020;31/03/2025;Aprovado;01/04/2020;01/04/2020;
5412017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0044113-6;800387;ASSOCIAÇÃO CORUJINHA;50.866.490/0001-81;308943;CR.P.CONV - CORUJINHA I;101;55;161241;18629,96;2335,81;05/12/2022;04/12/2027;Aprovado;24/11/2017;05/12/2017;
5972018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0016214-0;800387;ASSOCIAÇÃO CORUJINHA;64.033.061/0001-38;309103;CR.P.CONV - CORUJINHA II;80;32;124876,04;13963,06;1040,58;26/04/2023;25/04/2028;Aprovado;29/03/2018;26/04/2018;
6032018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0016217-4;800387;ASSOCIAÇÃO CORUJINHA;26.350.594/0001-54;309105;CR.P.CONV - CORUJINHA III;110;66;167061,04;12169,98;1396,36;03/05/2023;02/05/2028;Aprovado;02/04/2018;03/05/2018;
6002018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0016489-4;800387;ASSOCIAÇÃO CORUJINHA;26.350.594/0001-54;309104;CR.P.CONV - CORUJINHA IV;118;78;183159,47;15427;1446,13;26/04/2023;25/04/2028;Aprovado;29/03/2018;26/04/2018;
7622018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0056335-7;800512;SOCIEDADE AMIGOS DO BAIRRO TERCEIRA DIVISÃO & ADJACÊNCIAS;26.350.594/0001-54;309257;CR.P.CONV - CRESCER E APRENDER;85;18;114518,58;5883,81;435,97;04/10/2018;03/10/2023;Encerrado;24/09/2018;04/10/2018;30/09/2021
192019;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2019/0013022-3;800442;ASSOCIAÇÃO FILANTRÓPICA DE EQUOTERAPIA ARCO IRIS;26.350.594/0001-54;309351;CR.P.CONV - DANDINHA;228;59;267852,2;19092,17;0;01/04/2019;31/03/2024;Aprovado;25/03/2019;01/04/2019;
142022;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2022/0052054-0;300595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;00.716.578/0001-49;309107;CR.P.CONV - DELFINA MARQUES JARDIM;79;30;116114,22;7242,38;913,28;06/07/2022;05/07/2027;Aprovado;04/07/2022;06/07/2022;
20170060;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2017-0.041.969-9;300252;CARITAS CAMPO LIMPO CCL;05.156.588/0001-90;306211;CR.P.CONV - DOM EMILIO PIGNOLI;194;;126032,23;13167;1148,71;28/04/2017;27/10/2019;Encerrado;27/04/2017;28/04/2017;31/12/2017
6052017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048784-5;300252;CARITAS CAMPO LIMPO CCL;50.105.899/0001-85;306211;CR.P.CONV - DOM EMILIO PIGNOLI;155;58;206323,14;17033,11;1549,03;01/01/2023;31/12/2027;Aprovado;01/12/2017;01/01/2018;
19;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.048.707-5;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;306211;CR.P.CONV - DOM EMILIO PIGNOLI;194;;116527,33;18000;1148,71;29/10/2014;29/04/2017;Encerrado;19/03/2014;27/04/2012;29/04/2017
6202017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0050038-8;300064;ASS BARAO DE SOUZA QUEIROS DE PROTECAO A INFANCIA E A JUVENT;64.033.061/0001-38;306196;CR.P.CONV - DONA ANA ROSA, INST;299;119;335758,69;0;0;01/01/2023;31/12/2027;Aprovado;01/12/2017;01/01/2018;
44;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.934-2;300064;ASS BARAO DE SOUZA QUEIROS DE PROTECAO A INFANCIA E A JUVENT;64.033.061/0001-38;306196;CR.P.CONV - DONA ANA ROSA, INST;300;82;159838,06;0;0;01/07/2015;31/12/2017;Encerrado;20/03/2014;26/12/2012;31/12/2017
752017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0046726-7;300517;MOSTEIRO SAO GERALDO DE SAO PAULO;43.082.197/0001-68;308829;CR.P.CONV - DONA DIVA;139;32;120387,8;0;0;21/08/2017;20/08/2022;Encerrado;10/08/2017;21/08/2017;31/12/2018
8032018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0071291-3;300252;CARITAS CAMPO LIMPO CCL;43.082.197/0001-68;326233;CR.P.CONV - DONA DIVA I;169;48;194668,94;0;0;01/01/2024;31/12/2028;Aprovado;06/12/2018;12/12/2018;
2342019;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2019/0070329-0;300516;MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE;61.697.678/0001-60;309205;CR.P.CONV - DULCE MARINHO;337;174;428240,7;30000;5197,78;01/11/2019;31/10/2024;Aprovado;05/11/2019;01/11/2019;
682020;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2020/0026722-0;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;308994;CR.P.CONV - ESPACO CRIANCA;270;141;351232,34;29222,09;0;01/04/2020;31/03/2025;Aprovado;01/04/2020;01/04/2020;
152022;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2022/0074259-3;800075;INSTITUTO ESTRELA GUIA;64.033.061/0001-38;309558;CR.P.CONV - ESTRELINHAS DE PARAISOPOLIS;125;39;170971,92;15292,8;1722,47;20/07/2022;19/07/2027;Aprovado;07/07/2022;20/07/2022;
702021;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2021/0085263-0;800075;INSTITUTO ESTRELA GUIA;05.530.672/0001-22;309705;CR.P.CONV - ESTRELINHAS DO BUTANTA;80;80;93338,85;10524,15;1328,1;14/09/2021;13/09/2026;Encerrado;19/08/2021;14/09/2021;30/11/2021
1062021;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2021/0096289-3;800075;INSTITUTO ESTRELA GUIA;05.530.672/0001-22;309257;CR.P.CONV - ESTRELINHAS DO BUTANTA II;80;32;116193,22;5823,1;497,72;01/10/2021;30/09/2026;Aprovado;21/09/2021;01/10/2021;
422022;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2022/0127395-3;800075;INSTITUTO ESTRELA GUIA;05.530.672/0001-22;308979;CR.P.CONV - ESTRELINHAS DO JARDIM JAQUELINE;132;48;177602,03;12660,16;962,95;22/12/2022;21/12/2027;Aprovado;08/12/2022;22/12/2022;
2022020;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2020/0057180-9;800265;CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA;05.424.712/0001-51;306192;CR.P.CONV - EVA FURNARI;191;104;269230,22;27925,89;2154,07;15/07/2020;14/07/2025;Aprovado;31/07/2020;15/07/2020;
3032019;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2019/0079147-5;800545;INSTITUTO DE PROTEÇÃO Á INFÂNCIA DE SÃO PAULO - IPISP;11.694.582/0001-70;309204;CR.P.CONV - FAZENDA PEDRO E MARIA V;453;164;529907,44;39000;6331,66;15/11/2019;14/11/2024;Aprovado;21/11/2019;15/11/2019;
6062017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048789-6;800093;ASSOCIAÇÃO PAIS E FILHOS;11.694.582/0001-70;308673;CR.P.CONV - FAZENDO ARTE;80;32;119599,21;9186,48;540,33;01/01/2023;31/12/2027;Aprovado;01/12/2017;01/01/2018;
2667;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.095.167-4;800093;ASSOCIAÇÃO PAIS E FILHOS;57.277.808/0001-38;308673;CR.P.CONV - FAZENDO ARTE;80;32;64897,56;5950;0;31/05/2016;29/11/2018;Encerrado;06/05/2016;30/05/2016;31/12/2017
7692017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0044040-7;300421;CRECHE FRATERNIDADE MARIA DE NAZARE;57.277.808/0001-38;306194;CR.P.CONV - FRATERNIDADE MARIA DE NAZARE;68;32;98149,12;0;0;01/01/2023;31/12/2027;Aprovado;08/12/2017;01/01/2018;
45;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.948-2;300421;CRECHE FRATERNIDADE MARIA DE NAZARE;07.246.378/0001-19;306194;CR.P.CONV - FRATERNIDADE MARIA DE NAZARE;73;24;49732,48;0;0;01/07/2015;31/12/2017;Encerrado;20/03/2014;26/12/2012;31/12/2017
4192017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048135-9;300126;ASS CULTURAL VITTA;07.246.378/0001-19;307726;CR.P.CONV - GARATUJA, CEI;61;14;72458,89;5113,75;0;08/12/2017;07/12/2022;Encerrado;14/11/2017;08/12/2017;14/07/2020
1974;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.030.335-2;300126;ASS CULTURAL VITTA;07.246.378/0001-19;307726;CR.P.CONV - GARATUJA, CEI;60;9;45128,47;5113,75;0;08/06/2015;07/12/2017;Encerrado;30/06/2015;08/06/2015;07/12/2017
48;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2011-0.333.882-6;300126;ASS CULTURAL VITTA;08.096.592/0001-07;307726;CR.P.CONV - GARATUJA, CEI;63;;40285,65;6313,65;0;24/07/2014;31/12/2014;Encerrado;20/03/2014;24/01/2012;
1222019;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2019/0052269-5;800446;ASSOCIACAO BENEFICENTE NOVA ALVORADA;47.413.513/0001-98;309520;CR.P.CONV - GIRASSOL;128;39;169907,03;13462;0;05/09/2019;04/09/2024;Aprovado;30/08/2019;05/09/2019;
1522;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.957-1;300639;UNIAO DOS MORADORES DA FAVELA DO JARDIM COLOMBO;60.597.044/0001-72;306496;CR.P.CONV - GIRASSOL CRECHE;115;27;72119,29;0;0;21/07/2016;20/01/2018;Encerrado;29/12/2014;28/01/2013;29/01/2017
6252017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0047450-6;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306910;CR.P.CONV - IPE;136;64;174791,96;0;0;01/01/2023;31/12/2027;Aprovado;01/12/2017;01/01/2018;
917;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2013-0.066.255-3;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306910;CR.P.CONV - IPE;150;41;90547,67;0;0;26/07/2015;25/01/2018;Encerrado;31/07/2014;03/04/2013;31/12/2017
911;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2008-0.017.734-2;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;50.105.899/0001-85;306910;CR.P.CONV - IPE;120;25;53340;0;0;03/10/2010;02/04/2013;Encerrado;31/07/2014;03/04/2008;
5982018;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2018/0014876-7;300595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;60.915.790/0001-67;309102;CR.P.CONV - IRENE GOMES DOS SANTOS;206;78;270559,65;25909,62;5237,57;25/04/2023;24/04/2028;Aprovado;29/03/2018;25/04/2018;
11312017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048186-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306219;CR.P.CONV - IZABEL MENDES DE CASTRO, R.I.;139;63;176811,89;0;0;01/01/2023;31/12/2027;Aprovado;22/12/2017;01/01/2018;
40;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.110-0;300428;CRUZADA PRO INFANCIA;52.633.286/0001-46;306219;CR.P.CONV - IZABEL MENDES DE CASTRO, R.I.;157;63;95777,7;0;0;01/07/2015;31/12/2017;Encerrado;20/03/2014;28/12/2012;31/12/2017
7712017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048324-6;300412;CRECHE DE JESUS MENINO;52.633.286/0001-46;306197;CR.P.CONV - JESUS MENINO;56;;59690,72;0;0;01/01/2018;31/12/2022;Encerrado;08/12/2017;01/01/2018;31/12/2022
1557;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.984-9;300412;CRECHE DE JESUS MENINO;52.633.286/0001-46;306197;CR.P.CONV - JESUS MENINO;56;;35495,04;0;0;01/07/2015;31/12/2017;Encerrado;15/01/2015;27/12/2012;31/12/2017
73;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.282-8;300412;CRECHE DE JESUS MENINO;60.597.044/0001-72;306197;CR.P.CONV - JESUS MENINO;60;;0;0;0;01/01/2008;30/06/2010;Encerrado;24/03/2014;28/12/2007;
9852017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0050092-2;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306897;CR.P.CONV - JOAO DE BARRO;122;50;156621,22;0;0;01/01/2023;31/12/2027;Aprovado;19/12/2017;01/01/2018;
907;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.358.760-5;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306897;CR.P.CONV - JOAO DE BARRO;136;;54806;0;0;01/07/2010;31/12/2012;Encerrado;31/07/2014;28/12/2007;
31;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.993-8;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;61.697.678/0001-60;306897;CR.P.CONV - JOAO DE BARRO;140;18;78738,54;0;0;01/07/2015;30/12/2017;Encerrado;20/03/2014;28/12/2012;30/12/2017
2192020;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2020/0063817-2;300517;MOSTEIRO SAO GERALDO DE SAO PAULO;61.697.678/0001-60;309623;CR.P.CONV - JOSE GASPAR, D.;132;48;163978,92;0;0;13/10/2020;12/10/2025;Aprovado;31/08/2020;13/10/2020;
37;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.942-3;300517;MOSTEIRO SAO GERALDO DE SAO PAULO;50.253.590/0001-32;306193;CR.P.CONV - JOSE GASPAR, D.;158;32;89361,5;0;0;01/07/2015;31/12/2017;Encerrado;20/03/2014;28/12/2012;31/12/2017
49;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.009-0;300201;INSTITUTO NOSSO LAR;62.272.497/0001-54;306198;CR.P.CONV - LAR CRIANCA FELIZ;227;105;134345,46;0;0;01/07/2015;31/12/2017;Encerrado;21/03/2014;28/12/2012;31/12/2017
8042017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0047779-3;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306199;CR.P.CONV - LAR INFANTIL - ASA;120;48;154025,4;0;0;01/01/2023;31/12/2027;Aprovado;13/12/2017;01/01/2018;
845;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.292-5;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306199;CR.P.CONV - LAR INFANTIL - ASA;178;47;75548;0;0;01/07/2010;31/12/2012;Encerrado;29/07/2014;28/06/2010;
47;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.017-0;300199;ASSOCIACAO SANTO AGOSTINHO;51.964.195/0001-20;306199;CR.P.CONV - LAR INFANTIL - ASA;178;47;101042,3;0;0;01/07/2015;30/12/2017;Encerrado;20/03/2014;28/12/2012;30/12/2017
7122017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0044613-8;300177;ASS FRATERNIDADE ASSISTENCIAL RIO PEQUENO;51.964.195/0001-20;306201;CR.P.CONV - LAR PAULO DE TARSO;130;32;154824,8;0;0;01/01/2023;31/12/2027;Aprovado;06/12/2017;01/01/2018;
15;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.024-3;300177;ASS FRATERNIDADE ASSISTENCIAL RIO PEQUENO;51.964.195/0001-20;306201;CR.P.CONV - LAR PAULO DE TARSO;122;32;74289,02;0;0;01/07/2015;31/12/2017;Encerrado;19/03/2014;26/12/2012;31/12/2017
7102017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0042836-9;800066;NUCLEO ASSISTENCIAL AFRÂNIO HINGEL PINTO;00.110.796/0001-35;308347;CR.P.CONV - LEON ALEXANDR;65;16;87723,1;0;0;01/01/2023;31/12/2027;Aprovado;06/12/2017;01/01/2018;
2088;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.133.979-2;800066;NUCLEO ASSISTENCIAL AFRÂNIO HINGEL PINTO;00.110.796/0001-35;308347;CR.P.CONV - LEON ALEXANDR;65;16;45300,22;0;0;17/05/2015;16/01/2018;Encerrado;05/08/2015;17/07/2015;31/12/2017
10822017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0047816-1;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;307101;CR.P.CONV - MAE DE DEUS;97;37;141228,4;12868,98;101,41;01/01/2023;31/12/2027;Aprovado;21/12/2017;01/01/2018;
4837;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.216.715-6;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;307101;CR.P.CONV - MAE DE DEUS;106;24;87738,94;14995,2;0;27/11/2016;26/05/2019;Encerrado;28/11/2016;25/11/2016;31/12/2017
65;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2008-0.215.724-2;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;307101;CR.P.CONV - MAE DE DEUS;103;103;62501,5;8750;0;27/05/2009;26/11/2011;Encerrado;24/03/2014;27/05/2009;
17;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2011-0.247.722-9;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;307101;CR.P.CONV - MAE DE DEUS;96;48;77374,56;14995,2;0;27/05/2014;26/11/2016;Encerrado;19/03/2014;25/11/2011;26/11/2016
20;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2013-0.213.708-1;300936;GREMIO RECREATIVO CULTURAL EDUCACIONAL E SOCIAL MARAVILHA;57.284.994/0001-32;307992;CR.P.CONV - MARAVILHA I;156;132;118303,2;18000;0;19/09/2013;19/03/2016;Encerrado;19/03/2014;19/09/2013;10/07/2015
5602017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0049835-9;301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62.197.413/0001-65;308944;CR.P.CONV - MARIA DE LOURDES;200;96;213848,47;15613,92;885,75;06/12/2017;05/12/2022;Encerrado;27/11/2017;06/12/2017;31/03/2020
11042017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043046-0;300153;ASS DE CRECHES MARIA DE NAZARE;51.536.662/0001-11;306202;CR.P.CONV - MARIA DE NAZARE;133;56;168555,98;0;0;01/01/2023;31/12/2027;Aprovado;21/12/2017;01/01/2018;
26;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.042-1;300153;ASS DE CRECHES MARIA DE NAZARE;51.536.662/0001-11;306202;CR.P.CONV - MARIA DE NAZARE;133;38;80217,38;0;0;01/07/2015;30/12/2017;Encerrado;20/03/2014;27/12/2013;30/12/2017
1092021;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2021/0094603-0;300595;ASSOCIAÇÃO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;64.033.061/0001-38;309767;CR.P.CONV - MARIA FERREIRA DA FONSECA;222;145;298442,01;12929,64;1442,4;25/10/2021;24/10/2026;Aprovado;23/09/2021;25/10/2021;
722020;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2020/0027390-5;300252;CARITAS CAMPO LIMPO CCL;00.209.352/0001-51;308556;CR.P.CONV - NINHO DA AMIZADE;148;82;207505,98;14000;328,4;01/04/2020;31/03/2025;Aprovado;01/04/2020;01/04/2020;
4772017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043380-0;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308302;CR.P.CONV - NOITE ENCANTADA I;77;35;116059,98;6615;1098,05;25/11/2022;24/11/2027;Aprovado;17/11/2017;25/11/2017;
1945;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.033.663-3;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308302;CR.P.CONV - NOITE ENCANTADA I;123;41;83108,14;5600;816,12;25/05/2015;24/11/2017;Encerrado;28/05/2015;25/05/2015;24/11/2017
11142017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048772-1;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308446;CR.P.CONV - NOITE ENCANTADA II;105;48;147624,47;6300;743,27;01/01/2023;31/12/2027;Aprovado;21/12/2017;01/01/2018;
2028;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.176.760-3;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308446;CR.P.CONV - NOITE ENCANTADA II;118;57;87300,05;6300;678,1;25/07/2015;24/01/2018;Encerrado;30/07/2015;25/07/2015;31/12/2017
8692017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0049957-6;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308447;CR.P.CONV - NOITE ENCANTADA III;65;32;102363,63;6187,14;958,19;01/01/2023;31/12/2027;Aprovado;15/12/2017;01/01/2018;
2030;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.171.376-7;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308447;CR.P.CONV - NOITE ENCANTADA III;134;46;91551;5950;812,1;26/07/2015;25/01/2018;Encerrado;30/07/2015;26/07/2015;31/12/2017
11292017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0047751-3;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308448;CR.P.CONV - NOITE ENCANTADA IV;70;23;106238,28;9587,51;763,82;01/01/2023;31/12/2027;Aprovado;22/12/2017;01/01/2018;
2029;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.187.594-5;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308448;CR.P.CONV - NOITE ENCANTADA IV;97;16;66443,25;4550;648,89;26/07/2015;25/01/2018;Encerrado;30/07/2015;25/07/2015;31/12/2017
11122017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048802-7;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308666;CR.P.CONV - NOITE ENCANTADA V;150;64;198304,4;11900;0;01/01/2023;31/12/2027;Aprovado;21/12/2017;01/01/2018;
2669;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.086.454-2;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308666;CR.P.CONV - NOITE ENCANTADA V;185;87;132998,51;11900;0;31/05/2016;29/11/2018;Encerrado;06/05/2016;30/05/2016;31/12/2017
10682017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048797-7;800036;ASSOCIAÇÃO NOITE ENCANTADA;00.209.352/0001-51;308493;CR.P.CONV - NOITE ENCANTADA VI;80;46;123055,54;5000;1624,84;01/01/2023;31/12/2027;Aprovado;20/12/2017;01/01/2018;
2334;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.254.964-2;800036;ASSOCIAÇÃO NOITE ENCANTADA;64.033.061/0001-38;308493;CR.P.CONV - NOITE ENCANTADA VI;99;50;74342,64;3500;953,66;30/10/2015;29/04/2018;Encerrado;21/10/2015;30/10/2015;31/12/2017
11002017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0045866-7;300252;CARITAS CAMPO LIMPO CCL;64.033.061/0001-38;400470;CR.P.CONV - NOSSA SENHORA DE FATIMA;70;18;102800,12;7900;1355,42;01/01/2023;31/12/2027;Aprovado;21/12/2017;01/01/2018;
14;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.337.874-9;300252;CARITAS CAMPO LIMPO CCL;47.242.938/0001-81;400470;CR.P.CONV - NOSSA SENHORA DE FATIMA;70;27;54799,38;4928,5;956,32;01/07/2015;31/12/2017;Encerrado;19/03/2014;28/12/2012;31/12/2017
28;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.022-7;300520;MOVIMENTO ASSISTENCIAL DO BUTANTA;50.253.590/0001-32;306200;CR.P.CONV - NOSSA SENHORA DOS POBRES;72;18;47916,48;0;0;01/07/2015;30/12/2017;Encerrado;20/03/2014;26/12/2013;30/12/2017
8442017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0044619-7;300201;INSTITUTO NOSSO LAR;01.301.391/0001-47;306198;CR.P.CONV - NOSSO LAR I;226;128;279424,16;0;0;01/01/2023;31/12/2027;Aprovado;14/12/2017;01/01/2018;
